p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
11,11,140,11.140.a.b,-14,1,15,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,146,11.146.a.a,-56,1,57,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,2
11,11,138,11.138.a.b,-31,0,31,5,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,148,11.148.a.a,-15,1,16,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,140,11.140.a.b,-34,1,35,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,138,11.138.a.b,-52,0,52,5,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,146,11.146.a.a,-17,2,19,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,140,11.140.a.b,-27,2,29,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,148,11.148.a.a,-56,0,56,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,2
11,11,138,11.138.a.b,-1,-1,0,5,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,146,11.146.a.a,-48,3,51,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,140,11.140.a.b,-37,1,38,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,138,11.138.a.b,-41,0,41,5,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,148,11.148.a.a,-7,1,8,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,146,11.146.a.a,-37,1,38,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,140,11.140.a.b,-56,0,56,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,2
11,11,138,11.138.a.b,-17,0,17,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,148,11.148.a.a,-17,0,17,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,140,11.140.a.b,-7,2,9,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,146,11.146.a.a,-27,3,30,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,138,11.138.a.b,-48,1,49,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,148,11.148.a.a,-48,2,50,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,140,11.140.a.b,-46,2,48,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,138,11.138.a.b,-56,-1,55,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,2
11,11,146,11.146.a.a,-14,2,16,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,138,11.138.a.b,-6,1,7,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-4,2,6,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,148,11.148.a.a,-46,2,48,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,146,11.146.a.a,-35,1,36,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,138,11.138.a.b,-24,1,25,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-48,2,50,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,148,11.148.a.a,-4,1,5,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,146,11.146.a.a,-10,2,12,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,138,11.138.a.b,-14,1,15,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-17,1,18,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,148,11.148.a.a,-37,0,37,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,138,11.138.a.b,-34,0,34,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,146,11.146.a.a,-52,1,53,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,140,11.140.a.b,-24,2,26,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,138,11.138.a.b,-27,1,28,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,148,11.148.a.a,-27,1,28,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,146,11.146.a.a,-60,1,61,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,140,11.140.a.b,-42,2,44,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,138,11.138.a.b,-37,0,37,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-22,2,24,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-28,1,29,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,146,11.146.a.a,-30,2,32,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,148,11.148.a.a,-34,0,34,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,138,11.138.a.b,-44,1,45,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-32,1,33,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-8,1,9,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,138,11.138.a.b,-4,1,5,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,146,11.146.a.a,-20,2,22,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,148,11.148.a.a,-14,0,14,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,140,11.140.a.b,-39,1,40,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,142,11.142.a.b,-28,2,30,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,144,11.144.a.b,-12,1,13,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,138,11.138.a.b,-47,2,49,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,146,11.146.a.a,-40,2,42,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,148,11.148.a.a,-24,1,25,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,140,11.140.a.b,-9,1,10,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-34,-1,33,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,138,11.138.a.b,-25,2,27,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,142,11.142.a.b,-12,1,13,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,146,11.146.a.a,-40,2,42,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,148,11.148.a.a,-10,2,12,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,140,11.140.a.b,-11,1,12,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-55,-1,54,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,138,11.138.a.b,-5,2,7,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,142,11.142.a.b,-57,0,57,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,146,11.146.a.a,-20,2,22,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,140,11.140.a.b,-53,1,54,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,138,11.138.a.b,-56,0,56,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-57,-1,56,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,148,11.148.a.a,-20,2,22,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,142,11.142.a.b,-55,0,55,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,138,11.138.a.b,-15,2,17,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,140,11.140.a.b,-1,1,2,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-38,-1,37,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,146,11.146.a.a,-30,2,32,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,148,11.148.a.a,-42,1,43,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,142,11.142.a.b,-18,1,19,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,138,11.138.a.b,-36,1,37,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,140,11.140.a.b,-50,2,52,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-18,1,19,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,146,11.146.a.a,-60,1,61,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,148,11.148.a.a,-60,1,61,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,142,11.142.a.b,-23,2,25,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,140,11.140.a.b,-29,2,31,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-2,1,3,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,146,11.146.a.a,-52,1,53,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,148,11.148.a.a,-52,1,53,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,140,11.140.a.b,-19,1,20,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,142,11.142.a.b,-49,2,51,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,144,11.144.a.b,-22,1,23,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,146,11.146.a.a,-10,2,12,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,140,11.140.a.b,-56,0,56,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,144,11.144.a.b,-45,1,46,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,148,11.148.a.a,-30,2,32,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,142,11.142.a.b,-8,1,9,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,140,11.140.a.b,-36,0,36,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,144,11.144.a.b,-49,1,50,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,142,11.142.a.b,-33,1,34,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,148,11.148.a.a,-36,0,36,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-47,2,49,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,144,11.144.a.b,-9,1,10,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-38,1,39,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,148,11.148.a.a,-47,2,49,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-15,2,17,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,144,11.144.a.b,-39,1,40,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-2,1,3,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,148,11.148.a.a,-26,2,28,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-26,2,28,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,144,11.144.a.b,-50,2,52,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-45,2,47,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,140,11.140.a.b,-5,2,7,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,144,11.144.a.b,-1,1,2,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,148,11.148.a.a,-5,1,6,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-29,1,30,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,140,11.140.a.b,-26,2,28,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-29,1,30,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,148,11.148.a.a,-56,0,56,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-15,2,17,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,144,11.144.a.b,-19,1,20,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-19,1,20,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,148,11.148.a.a,-15,1,16,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,144,11.144.a.b,-31,1,32,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,140,11.140.a.b,-47,2,49,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,142,11.142.a.b,-32,0,32,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,148,11.148.a.a,-50,0,50,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,144,11.144.a.b,-11,1,12,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,140,11.140.a.b,-36,0,36,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,142,11.142.a.b,-9,1,10,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-58,0,58,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,148,11.148.a.a,1,3,2,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,140,11.140.a.b,-56,0,56,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,142,11.142.a.b,-39,0,39,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-54,0,54,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,140,11.140.a.b,-5,2,7,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,148,11.148.a.a,-32,0,32,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-11,1,12,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-44,2,46,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,148,11.148.a.a,-22,1,23,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-58,-1,57,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-21,1,22,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,148,11.148.a.a,-43,1,44,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,144,11.144.a.b,-40,0,40,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-54,-1,53,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,148,11.148.a.a,-19,1,20,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,144,11.144.a.b,-30,0,30,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-21,1,22,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-1,-1,0,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,148,11.148.a.a,-29,1,30,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-42,1,43,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-10,0,10,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,148,11.148.a.a,-59,0,59,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-1,1,2,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-51,-1,50,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,148,11.148.a.a,-53,0,53,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-50,1,51,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-20,0,20,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,148,11.148.a.a,-11,1,12,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,142,11.142.a.b,-10,0,10,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,144,11.144.a.b,-30,1,31,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,144,11.144.a.b,-40,1,41,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,142,11.142.a.b,-52,0,52,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,148,11.148.a.a,-39,0,39,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,144,11.144.a.b,-20,1,21,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,142,11.142.a.b,-40,0,40,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,148,11.148.a.a,-9,1,10,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,144,11.144.a.b,-51,1,52,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,142,11.142.a.b,-30,0,30,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,148,11.148.a.a,-42,3,45,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-10,1,11,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,142,11.142.a.b,-1,-1,0,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,148,11.148.a.a,-20,3,23,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-1,0,1,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,142,11.142.a.b,-20,0,20,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,144,11.144.a.b,-26,2,28,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,148,11.148.a.a,-10,3,13,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-56,0,56,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,142,11.142.a.b,-47,2,49,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,148,11.148.a.a,-30,3,33,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-47,2,49,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,142,11.142.a.b,-5,2,7,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,148,11.148.a.a,-52,2,54,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-6,2,8,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,142,11.142.a.b,-16,1,17,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,148,11.148.a.a,-60,2,62,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,144,11.144.a.b,-36,0,36,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,142,11.142.a.b,-26,2,28,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,144,11.144.a.b,-16,0,16,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,142,11.142.a.b,-56,0,56,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,144,11.144.a.b,-16,0,16,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-36,0,36,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,144,11.144.a.b,-36,0,36,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,144,11.144.a.b,-6,2,8,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-10,2,12,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,144,11.144.a.b,-47,2,49,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-20,2,22,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,144,11.144.a.b,-56,0,56,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-1,1,2,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,144,11.144.a.b,-26,2,28,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,142,11.142.a.b,-30,4,34,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,144,11.144.a.b,-56,0,56,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-40,2,42,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,144,11.144.a.b,-7,1,8,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-52,2,54,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,144,11.144.a.b,-56,0,56,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-36,-1,35,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-48,2,50,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,144,11.144.a.b,-17,1,18,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-56,-1,55,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,146,11.146.a.b,-28,1,29,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,144,11.144.a.b,-13,1,14,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-26,1,27,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,146,11.146.a.b,-18,1,19,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,144,11.144.a.b,-35,0,35,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-16,-1,15,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-46,2,48,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,146,11.146.a.b,-8,1,9,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,142,11.142.a.b,-5,1,6,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-3,1,4,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,146,11.146.a.b,-2,1,3,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,142,11.142.a.b,-47,1,48,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,144,11.144.a.b,-25,2,27,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-27,1,28,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,144,11.144.a.b,-37,0,37,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,146,11.146.a.b,-12,1,13,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,144,11.144.a.b,-27,2,29,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,142,11.142.a.b,-37,-1,36,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,146,11.146.a.b,-23,1,24,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,142,11.142.a.b,-56,-1,55,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,2
11,11,146,11.146.a.b,-33,0,33,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,142,11.142.a.b,-7,1,8,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,146,11.146.a.b,-45,2,47,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,142,11.142.a.b,-35,-1,34,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,142,11.142.a.b,-14,0,14,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,146,11.146.a.b,-57,0,57,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,142,11.142.a.b,-3,1,4,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
