p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
11,11,34,11.34.a.b,-9,1,10,5,1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,34,11.34.a.b,-11,1,12,5,1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,36,11.36.a.a,-12,1,13,-7,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,36,11.36.a.a,-2,1,3,-7,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,36,11.36.a.a,-8,1,9,-7,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,36,11.36.a.a,-10,3,13,-7,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,36,11.36.a.a,-10,2,12,-7,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.a,-14,1,15,-7,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.a,-7,1,8,-7,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.a,-3,1,4,-7,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.a,-11,1,12,-7,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.a,0,2,2,-7,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.a,-9,1,10,-7,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.a,-5,1,6,-7,1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.a,-5,1,6,-7,1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,38,11.38.a.a,-13,1,14,8,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,38,11.38.a.a,-2,1,3,8,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,38,11.38.a.a,-8,1,9,8,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,38,11.38.a.a,-10,2,12,8,-1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,38,11.38.a.a,-1,1,2,8,-1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.a,-9,1,10,8,-1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.a,-11,1,12,8,-1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.a,-15,0,15,8,-1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.a,-5,0,5,8,-1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.a,-10,2,12,8,-1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.a,-7,2,9,8,-1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.a,-14,3,17,8,-1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.a,-4,2,6,8,-1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.a,-15,1,16,8,-1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,38,11.38.a.a,-5,1,6,8,-1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,36,11.36.a.b,-12,1,13,-3,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,36,11.36.a.b,-2,1,3,-3,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,36,11.36.a.b,-8,1,9,-3,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,36,11.36.a.b,-1,0,1,-3,-1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,36,11.36.a.b,-10,1,11,-3,-1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,36,11.36.a.b,-10,0,10,-3,-1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.b,-1,-1,0,-3,-1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.b,-14,1,15,-3,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.b,-7,1,8,-3,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.b,-3,1,4,-3,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,36,11.36.a.b,-11,1,12,-3,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.b,-1,1,2,-3,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.b,-9,1,10,-3,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.b,-5,1,6,-3,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,36,11.36.a.b,-5,1,6,-3,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,46,11.46.a.a,-17,2,19,8,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.a,-7,2,9,8,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.a,-3,2,5,8,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.a,-13,2,15,8,-1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,44,11.44.a.a,-7,0,7,-7,1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,46,11.46.a.a,-5,2,7,8,-1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,44,11.44.a.a,-13,0,13,-7,1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,44,11.44.a.a,-17,0,17,-7,1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,46,11.46.a.a,-15,2,17,8,-1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,44,11.44.a.a,-3,0,3,-7,1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,46,11.46.a.a,-15,1,16,8,-1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,44,11.44.a.a,-12,1,13,-7,1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,44,11.44.a.a,-8,1,9,-7,1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,46,11.46.a.a,-5,1,6,8,-1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,44,11.44.a.a,-2,1,3,-7,1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,46,11.46.a.a,-19,0,19,8,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,44,11.44.a.a,-11,1,12,-7,1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.a,-11,3,14,-7,1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,46,11.46.a.a,-8,1,9,8,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,44,11.44.a.a,-15,1,16,-7,1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,46,11.46.a.a,-2,1,3,8,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,44,11.44.a.a,-5,1,6,-7,1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,44,11.44.a.a,-15,1,16,-7,1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,46,11.46.a.a,-12,1,13,8,-1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,44,11.44.a.a,-5,1,6,-7,1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,46,11.46.a.a,-4,3,7,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,44,11.44.a.a,-6,1,7,-7,1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,46,11.46.a.a,-6,3,9,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,44,11.44.a.a,-16,1,17,-7,1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.a,-14,1,15,-7,1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,46,11.46.a.a,-16,3,19,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,44,11.44.a.a,-4,1,5,-7,1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,46,11.46.a.a,-14,3,17,8,-1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.a,-11,2,13,8,-1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.a,-11,2,13,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,38,11.38.a.b,-13,1,14,5,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,38,11.38.a.b,-2,1,3,5,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,38,11.38.a.b,-8,1,9,5,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,38,11.38.a.b,-1,1,2,5,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,38,11.38.a.b,-10,4,14,5,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,38,11.38.a.b,-1,1,2,5,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.b,-9,1,10,5,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.b,-11,1,12,5,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.b,-15,0,15,5,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.b,-5,0,5,5,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,38,11.38.a.b,-10,0,10,5,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.b,-1,-1,0,5,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.b,-7,0,7,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.b,-14,1,15,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.b,-4,0,4,5,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,38,11.38.a.b,-15,1,16,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,38,11.38.a.b,-5,1,6,5,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,42,11.42.a.a,-13,1,14,8,-1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,42,11.42.a.a,-7,1,8,8,-1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,42,11.42.a.a,-3,1,4,8,-1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,40,11.40.a.a,-8,0,8,-7,1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,42,11.42.a.a,-9,0,9,8,-1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,40,11.40.a.a,-13,1,14,-7,1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,40,11.40.a.a,-3,0,3,-7,1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,42,11.42.a.a,-12,1,13,8,-1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,40,11.40.a.a,-10,2,12,-7,1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,42,11.42.a.a,-2,0,2,8,-1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,40,11.40.a.a,-10,3,13,-7,1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,42,11.42.a.a,-10,2,12,8,-1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,40,11.40.a.a,-6,1,7,-7,1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,40,11.40.a.a,-4,1,5,-7,1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,42,11.42.a.a,-5,1,6,8,-1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,40,11.40.a.a,-14,1,15,-7,1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,42,11.42.a.a,-15,1,16,8,-1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,40,11.40.a.a,-12,1,13,-7,1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,40,11.40.a.a,-1,1,2,-7,1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,42,11.42.a.a,-10,2,12,8,-1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,40,11.40.a.a,-9,1,10,-7,1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,42,11.42.a.a,-15,0,15,8,-1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,40,11.40.a.a,-5,1,6,-7,1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,40,11.40.a.a,-15,1,16,-7,1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,42,11.42.a.a,-5,0,5,8,-1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,40,11.40.a.a,-15,1,16,-7,1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,42,11.42.a.a,-16,2,18,8,-1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,40,11.40.a.a,-5,1,6,-7,1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,42,11.42.a.a,-6,2,8,8,-1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,42,11.42.a.a,-14,4,18,8,-1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,42,11.42.a.a,-4,4,8,8,-1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,44,11.44.a.b,-7,0,7,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,44,11.44.a.b,-13,0,13,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,44,11.44.a.b,-17,0,17,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,44,11.44.a.b,-3,0,3,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,44,11.44.a.b,-12,1,13,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,44,11.44.a.b,-8,1,9,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,44,11.44.a.b,-2,1,3,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,44,11.44.a.b,-1,-1,0,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.b,-11,-1,10,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.b,-11,1,12,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,44,11.44.a.b,-1,0,1,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,44,11.44.a.b,-15,1,16,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,44,11.44.a.b,-5,1,6,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,44,11.44.a.b,-15,1,16,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,44,11.44.a.b,-5,1,6,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,44,11.44.a.b,-6,1,7,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.b,-16,1,17,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.b,-14,1,15,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,44,11.44.a.b,-4,1,5,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,40,11.40.a.b,-8,0,8,-3,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,40,11.40.a.b,-13,1,14,-3,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,40,11.40.a.b,-3,0,3,-3,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,40,11.40.a.b,-1,-1,0,-3,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,40,11.40.a.b,-10,0,10,-3,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,40,11.40.a.b,-10,1,11,-3,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,40,11.40.a.b,-1,0,1,-3,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,40,11.40.a.b,-6,1,7,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,40,11.40.a.b,-4,1,5,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,40,11.40.a.b,-14,1,15,-3,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,40,11.40.a.b,-12,1,13,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,40,11.40.a.b,-1,1,2,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,40,11.40.a.b,-9,1,10,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,40,11.40.a.b,-5,1,6,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,40,11.40.a.b,-15,1,16,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,40,11.40.a.b,-15,1,16,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,40,11.40.a.b,-5,1,6,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,50,11.50.a.a,-3,2,5,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,50,11.50.a.a,-18,1,19,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,50,11.50.a.a,-13,1,14,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,50,11.50.a.a,-8,2,10,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,50,11.50.a.a,-15,1,16,8,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,50,11.50.a.a,-5,1,6,8,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,50,11.50.a.a,-15,2,17,8,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,50,11.50.a.a,-5,2,7,8,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,42,11.42.a.b,-13,1,14,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,50,11.50.a.a,-19,0,19,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,42,11.42.a.b,-7,1,8,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,42,11.42.a.b,-3,1,4,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,50,11.50.a.a,-1,1,2,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,42,11.42.a.b,-9,0,9,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,48,11.48.a.a,-18,0,18,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,42,11.42.a.b,-12,1,13,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,48,11.48.a.a,-7,1,8,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,50,11.50.a.a,-12,0,12,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,48,11.48.a.a,-3,1,4,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,42,11.42.a.b,-2,0,2,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,48,11.48.a.a,-13,1,14,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,42,11.42.a.b,-1,-1,0,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,50,11.50.a.a,-9,1,10,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,48,11.48.a.a,-15,2,17,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,42,11.42.a.b,-10,0,10,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,48,11.48.a.a,-5,2,7,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,42,11.42.a.b,-5,1,6,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,48,11.48.a.a,-6,2,8,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,50,11.50.a.a,-14,3,17,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,48,11.48.a.a,-16,2,18,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,42,11.42.a.b,-15,1,16,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,48,11.48.a.a,-4,2,6,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,42,11.42.a.b,-10,2,12,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,50,11.50.a.a,-17,2,19,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,48,11.48.a.a,-14,2,16,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,42,11.42.a.b,-1,1,2,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,48,11.48.a.a,-10,2,12,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,42,11.42.a.b,-15,0,15,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,48,11.48.a.a,-5,2,7,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,50,11.50.a.a,-4,3,7,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,42,11.42.a.b,-5,0,5,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,48,11.48.a.a,-15,2,17,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,48,11.48.a.a,-2,2,4,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,42,11.42.a.b,-16,0,16,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,50,11.50.a.a,-6,3,9,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,48,11.48.a.a,-19,1,20,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,42,11.42.a.b,-6,0,6,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,48,11.48.a.a,-12,1,13,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,42,11.42.a.b,-14,0,14,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,48,11.48.a.a,-9,2,11,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,50,11.50.a.a,-20,2,22,8,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,42,11.42.a.b,-4,0,4,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,48,11.48.a.a,-10,3,13,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,50,11.50.a.a,-10,2,12,8,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,50,11.50.a.a,-10,2,12,8,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,50,11.50.a.a,-20,2,22,8,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,46,11.46.a.b,-17,2,19,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.b,-7,2,9,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.b,-3,2,5,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.b,-13,2,15,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,46,11.46.a.b,-5,2,7,5,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,46,11.46.a.b,-15,2,17,5,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,46,11.46.a.b,-15,1,16,5,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,46,11.46.a.b,-5,1,6,5,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,46,11.46.a.b,-19,0,19,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,46,11.46.a.b,-8,1,9,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,46,11.46.a.b,-2,1,3,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,46,11.46.a.b,-12,1,13,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,46,11.46.a.b,-4,1,5,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.b,-6,1,7,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.b,-16,1,17,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.b,-14,1,15,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.b,-1,-1,0,5,1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.b,-11,0,11,5,1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,46,11.46.a.b,-1,3,4,5,1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,46,11.46.a.b,-11,2,13,5,1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
