p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
11,33,38,33.38.a.a,-13,1,14,5,1,2:[1:1];5:[1:3];7:[1:5];13:[1:0];17:[1:10];19:[1:4];23:[1:4];29:[1:6];31:[1:0];37:[1:4];41:[1:4];43:[1:8],1,1
11,33,38,33.38.a.a,-1,0,1,5,1,2:[1:2];5:[1:9];7:[1:5];13:[1:2];17:[1:5];19:[1:10];23:[1:9];29:[1:5];31:[1:3];37:[1:10];41:[1:10];43:[1:0],1,1
11,33,38,33.38.a.a,-10,5/3,35/3,5,1,2:[1:2];5:[1:9];7:[1:5];13:[1:2];17:[1:5];19:[1:10];23:[1:9];29:[1:5];31:[1:3];37:[1:10];41:[1:10];43:[1:0],3,1
11,33,38,33.38.a.a,-5,1,6,5,1,2:[1:9];5:[1:9];7:[1:6];13:[1:9];17:[1:6];19:[1:1];23:[1:9];29:[1:6];31:[1:3];37:[1:10];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.a,-15,1,16,5,1,2:[1:9];5:[1:9];7:[1:6];13:[1:9];17:[1:6];19:[1:1];23:[1:9];29:[1:6];31:[1:3];37:[1:10];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.a,-5,1,6,5,1,2:[1:9];5:[1:9];7:[1:6];13:[1:9];17:[1:6];19:[1:1];23:[1:9];29:[1:6];31:[1:3];37:[1:10];41:[1:1];43:[1:0],2,1
11,33,38,33.38.a.a,-2,5,7,5,1,2:[1:10];5:[1:3];7:[1:6];13:[1:0];17:[1:1];19:[1:7];23:[1:4];29:[1:5];31:[1:0];37:[1:4];41:[1:7];43:[1:3],1,1
11,33,38,33.38.a.a,-13,5,18,5,1,2:[1:10];5:[1:3];7:[1:6];13:[1:0];17:[1:1];19:[1:7];23:[1:4];29:[1:5];31:[1:0];37:[1:4];41:[1:7];43:[1:3],1,1
11,33,38,33.38.a.a,-8,3,11,5,1,2:[1:10];5:[1:3];7:[1:6];13:[1:0];17:[1:1];19:[1:7];23:[1:4];29:[1:5];31:[1:0];37:[1:4];41:[1:7];43:[1:3],1,1
3,33,38,33.38.a.b,-4,3,7,5,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,38,33.38.a.b,-7,6,13,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.b,-11,-2,9,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.b,-4,0,4,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.b,-10,7,17,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.b,-3,6,9,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.b,-11,-2,9,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.b,-4,1/2,9/2,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,38,33.38.a.b,-3/2,3/2,3,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,38,33.38.a.b,-9,3/2,21/2,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],4,1
11,33,38,33.38.a.b,-5,0,5,13,-1,2:[1:3];5:[1:8];7:[1:3];13:[1:5];17:[1:3];19:[1:0];23:[1:3];29:[1:1];31:[1:2];37:[1:1];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.b,-15,0,15,13,-1,2:[1:3];5:[1:8];7:[1:3];13:[1:5];17:[1:3];19:[1:0];23:[1:3];29:[1:1];31:[1:2];37:[1:1];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.b,-5,1,6,13,-1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,2
11,33,38,33.38.a.b,-15,1,16,13,-1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,1
11,33,38,33.38.a.b,-11,3,14,13,-1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,38,33.38.a.b,-9,3,12,13,-1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,38,33.38.a.b,-1,3,4,13,-1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,38,33.38.a.b,-14,0,14,13,-1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,38,33.38.a.b,-7,-1,6,13,-1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,38,33.38.a.b,-4,-1,3,13,-1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,38,33.38.a.b,-1,0,1,13,-1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,1
11,33,38,33.38.a.b,-10,1,11,13,-1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,2
11,33,38,33.38.a.b,-10,2,12,13,-1,2:[1:8];5:[1:8];7:[1:8];13:[1:6];17:[1:8];19:[1:0];23:[1:3];29:[1:10];31:[1:2];37:[1:1];41:[1:10];43:[1:0],1,1
3,33,38,33.38.a.c,-4,1,5,1,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,38,33.38.a.c,-7,2,9,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.c,-11,-2,9,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.c,-4,0,4,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.c,-10,1,11,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.c,-3,2,5,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.c,-11,-2,9,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,38,33.38.a.c,-4,1/2,9/2,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,38,33.38.a.c,-2,1,3,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,38,33.38.a.c,-9,1,10,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],4,1
11,33,38,33.38.a.c,-2,1,3,8,-1,2:[1:1];5:[1:3];7:[1:5];13:[1:0];17:[1:10];19:[1:4];23:[1:4];29:[1:6];31:[1:0];37:[1:4];41:[1:4];43:[1:8],1,1
11,33,38,33.38.a.c,-8,0,8,8,-1,2:[1:1];5:[1:3];7:[1:5];13:[1:0];17:[1:10];19:[1:4];23:[1:4];29:[1:6];31:[1:0];37:[1:4];41:[1:4];43:[1:8],1,1
11,33,38,33.38.a.c,-13,1,14,8,-1,2:[1:1];5:[1:3];7:[1:5];13:[1:0];17:[1:10];19:[1:4];23:[1:4];29:[1:6];31:[1:0];37:[1:4];41:[1:4];43:[1:8],1,1
11,33,38,33.38.a.c,-10,1,11,8,-1,2:[1:2];5:[1:9];7:[1:5];13:[1:2];17:[1:5];19:[1:10];23:[1:9];29:[1:5];31:[1:3];37:[1:10];41:[1:10];43:[1:0],3,1
11,33,38,33.38.a.c,-1,0,1,8,-1,2:[1:2];5:[1:9];7:[1:5];13:[1:2];17:[1:5];19:[1:10];23:[1:9];29:[1:5];31:[1:3];37:[1:10];41:[1:10];43:[1:0],2,1
11,33,38,33.38.a.c,-5,1,6,8,-1,2:[1:9];5:[1:9];7:[1:6];13:[1:9];17:[1:6];19:[1:1];23:[1:9];29:[1:6];31:[1:3];37:[1:10];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.c,-15,1,16,8,-1,2:[1:9];5:[1:9];7:[1:6];13:[1:9];17:[1:6];19:[1:1];23:[1:9];29:[1:6];31:[1:3];37:[1:10];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.c,-5,1,6,8,-1,2:[1:9];5:[1:9];7:[1:6];13:[1:9];17:[1:6];19:[1:1];23:[1:9];29:[1:6];31:[1:3];37:[1:10];41:[1:1];43:[1:0],2,1
11,33,38,33.38.a.c,-2,1,3,8,-1,2:[1:10];5:[1:3];7:[1:6];13:[1:0];17:[1:1];19:[1:7];23:[1:4];29:[1:5];31:[1:0];37:[1:4];41:[1:7];43:[1:3],1,1
11,33,38,33.38.a.c,-13,1,14,8,-1,2:[1:10];5:[1:3];7:[1:6];13:[1:0];17:[1:1];19:[1:7];23:[1:4];29:[1:5];31:[1:0];37:[1:4];41:[1:7];43:[1:3],1,1
11,33,38,33.38.a.c,-8,1,9,8,-1,2:[1:10];5:[1:3];7:[1:6];13:[1:0];17:[1:1];19:[1:7];23:[1:4];29:[1:5];31:[1:0];37:[1:4];41:[1:7];43:[1:3],1,1
3,33,38,33.38.a.d,-2,2,4,8,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,38,33.38.a.d,-9,2,11,8,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,38,33.38.a.d,-1,1,2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,38,33.38.a.d,-9,1,10,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,38,33.38.a.d,-9,0,9,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,38,33.38.a.d,-3,2,5,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,38,33.38.a.d,-1,0,1,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,38,33.38.a.d,-7,2,9,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,38,33.38.a.d,-10,2,12,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,38,33.38.a.d,-11,1/2,23/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,38,33.38.a.d,-4,3/2,11/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],4,1
11,33,38,33.38.a.d,-5,0,5,1,1,2:[1:3];5:[1:8];7:[1:3];13:[1:5];17:[1:3];19:[1:0];23:[1:3];29:[1:1];31:[1:2];37:[1:1];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.d,-15,0,15,1,1,2:[1:3];5:[1:8];7:[1:3];13:[1:5];17:[1:3];19:[1:0];23:[1:3];29:[1:1];31:[1:2];37:[1:1];41:[1:1];43:[1:0],1,1
11,33,38,33.38.a.d,-5,1,6,1,1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,2
11,33,38,33.38.a.d,-15,1,16,1,1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,1
11,33,38,33.38.a.d,-11,1,12,1,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,38,33.38.a.d,-9,1,10,1,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,38,33.38.a.d,-1,1,2,1,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,38,33.38.a.d,-14,0,14,1,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,38,33.38.a.d,-7,-1,6,1,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,38,33.38.a.d,-4,-1,3,1,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,38,33.38.a.d,-10,1,11,1,1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,2
11,33,38,33.38.a.d,-1,0,1,1,1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,1
11,33,38,33.38.a.d,-1,-1,0,1,1,2:[1:8];5:[1:8];7:[1:8];13:[1:6];17:[1:8];19:[1:0];23:[1:3];29:[1:10];31:[1:2];37:[1:1];41:[1:10];43:[1:0],1,1
11,33,38,33.38.a.d,-10,0,10,1,1,2:[1:8];5:[1:8];7:[1:8];13:[1:6];17:[1:8];19:[1:0];23:[1:3];29:[1:10];31:[1:2];37:[1:1];41:[1:10];43:[1:0],1,1
3,33,40,33.40.a.b,-9,4,13,-8,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.b,-9,2,11,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.b,-11,-2,9,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.b,-4,0,4,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.b,-9,0,9,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.b,-1,0,1,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.b,-3,5/2,11/2,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.b,-7,5/2,19/2,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.b,-10,3/2,23/2,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.b,-4,1/2,9/2,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.b,-11,-3/2,19/2,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
11,33,40,33.40.a.b,-3,0,3,-4,-1,2:[1:2];5:[1:4];7:[1:2];13:[1:0];17:[1:5];19:[1:10];23:[1:4];29:[1:9];31:[1:0];37:[1:5];41:[1:10];43:[1:3],1,1
11,33,40,33.40.a.b,-8,0,8,-4,-1,2:[1:2];5:[1:4];7:[1:2];13:[1:0];17:[1:5];19:[1:10];23:[1:4];29:[1:9];31:[1:0];37:[1:5];41:[1:10];43:[1:3],1,1
11,33,40,33.40.a.b,-13,1,14,-4,-1,2:[1:2];5:[1:4];7:[1:2];13:[1:0];17:[1:5];19:[1:10];23:[1:4];29:[1:9];31:[1:0];37:[1:5];41:[1:10];43:[1:3],1,1
11,33,40,33.40.a.b,-1,0,1,-4,-1,2:[1:4];5:[1:1];7:[1:2];13:[1:4];17:[1:8];19:[1:3];23:[1:9];29:[1:2];31:[1:5];37:[1:7];41:[1:3];43:[1:0],1,1
11,33,40,33.40.a.b,-10,1,11,-4,-1,2:[1:4];5:[1:1];7:[1:2];13:[1:4];17:[1:8];19:[1:3];23:[1:9];29:[1:2];31:[1:5];37:[1:7];41:[1:3];43:[1:0],1,1
11,33,40,33.40.a.b,-10,1,11,-4,-1,2:[1:4];5:[1:1];7:[1:2];13:[1:4];17:[1:8];19:[1:3];23:[1:9];29:[1:2];31:[1:5];37:[1:7];41:[1:3];43:[1:0],2,1
11,33,40,33.40.a.b,-5,0,5,-4,-1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.b,-15,0,15,-4,-1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.b,-15,0,15,-4,-1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],2,1
11,33,40,33.40.a.b,-5,0,5,-4,-1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],2,1
11,33,40,33.40.a.b,-13,0,13,-4,-1,2:[1:9];5:[1:4];7:[1:9];13:[1:0];17:[1:6];19:[1:1];23:[1:4];29:[1:2];31:[1:0];37:[1:5];41:[1:1];43:[1:8],1,1
11,33,40,33.40.a.b,-8,-1,7,-4,-1,2:[1:9];5:[1:4];7:[1:9];13:[1:0];17:[1:6];19:[1:1];23:[1:4];29:[1:2];31:[1:0];37:[1:5];41:[1:1];43:[1:8],1,1
11,33,40,33.40.a.b,-3,-1,2,-4,-1,2:[1:9];5:[1:4];7:[1:9];13:[1:0];17:[1:6];19:[1:1];23:[1:4];29:[1:2];31:[1:0];37:[1:5];41:[1:1];43:[1:8],1,1
3,33,40,33.40.a.a,-4,1,5,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.a,-11,-1,10,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.a,-1,-1,0,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.a,-9,-1,8,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.a,-11,-2,9,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.a,-4,0,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.a,-11,-2,9,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.a,-4,0,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.a,-3,1,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.a,-10,-1,9,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.a,-7,1,8,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.a,-9,2,11,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
11,33,40,33.40.a.a,-14,1,15,-8,1,2:[1:1];5:[1:8];7:[1:3];13:[1:1];17:[1:3];19:[1:10];23:[1:9];29:[1:7];31:[1:3];37:[1:2];41:[1:3];43:[1:1],1,1
11,33,40,33.40.a.a,-4,1,5,-8,1,2:[1:1];5:[1:8];7:[1:3];13:[1:1];17:[1:3];19:[1:10];23:[1:9];29:[1:7];31:[1:3];37:[1:2];41:[1:3];43:[1:1],1,1
11,33,40,33.40.a.a,-6,1,7,-8,1,2:[1:1];5:[1:8];7:[1:3];13:[1:1];17:[1:3];19:[1:10];23:[1:9];29:[1:7];31:[1:3];37:[1:2];41:[1:3];43:[1:1],1,1
11,33,40,33.40.a.a,-1,0,1,-8,1,2:[1:3];5:[1:5];7:[1:3];13:[1:8];17:[1:1];19:[1:3];23:[1:6];29:[1:7];31:[1:2];37:[1:0];41:[1:2];43:[1:10],1,1
11,33,40,33.40.a.a,-10,1,11,-8,1,2:[1:3];5:[1:5];7:[1:3];13:[1:8];17:[1:1];19:[1:3];23:[1:6];29:[1:7];31:[1:2];37:[1:0];41:[1:2];43:[1:10],1,1
11,33,40,33.40.a.a,-10,1,11,-8,1,2:[1:3];5:[1:5];7:[1:3];13:[1:8];17:[1:1];19:[1:3];23:[1:6];29:[1:7];31:[1:2];37:[1:0];41:[1:2];43:[1:10],1,1
11,33,40,33.40.a.a,-10,2,12,-8,1,2:[1:5];5:[1:7];7:[1:1];13:[1:1];17:[1:4];19:[1:0];23:[1:3];29:[1:4];31:[1:7];37:[1:4];41:[1:3];43:[1:0],1,1
