p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
3,33,66,33.66.a.b,-3,6,9,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,66,33.66.a.b,-3,-2,1,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,66,33.66.a.b,-8,-2,6,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,66,33.66.a.b,-15,-2,13,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,66,33.66.a.b,-9,1,10,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,66,33.66.a.b,-14,0,14,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
11,33,66,33.66.a.b,-21,0,21,13,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,2
11,33,66,33.66.a.b,-1,0,1,13,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,66,33.66.a.b,-10,1,11,13,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,66,33.66.a.b,-11,0,11,13,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,66,33.66.a.b,-19,4,23,13,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.b,-22,3,25,13,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.b,-8,2,10,13,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.b,-2,2,4,13,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.b,-12,2,14,13,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.b,-25,0,25,13,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,66,33.66.a.b,-15,0,15,13,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,66,33.66.a.b,-5,0,5,13,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,66,33.66.a.b,-21,1,22,13,-1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,66,33.66.a.b,-11,1,12,13,-1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,66,33.66.a.b,-4,0,4,13,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.b,-26,0,26,13,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.b,-14,0,14,13,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.b,-16,0,16,13,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.b,-24,0,24,13,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.b,-6,0,6,13,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.b,-15,1,16,13,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,2
11,33,66,33.66.a.b,-5,1,6,13,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,1
11,33,66,33.66.a.b,-25,1,26,13,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],2,1
11,33,66,33.66.a.b,-5,1,6,13,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,1
3,33,66,33.66.a.d,-3,-1,2,8,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,66,33.66.a.d,-9,2,11,8,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,66,33.66.a.d,-14,1,15,8,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,66,33.66.a.d,-15,-1,14,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,2
3,33,66,33.66.a.d,-8,0,8,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,2
3,33,66,33.66.a.d,-3,-2,1,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,2
3,33,66,33.66.a.d,-9,2,11,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,66,33.66.a.d,-14,1,15,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,66,33.66.a.d,-3,0,3,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,66,33.66.a.d,-16,-1,15,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,66,33.66.a.d,-7,-1,6,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,66,33.66.a.d,-11,3,14,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,2
3,33,66,33.66.a.d,-11,3/2,25/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,66,33.66.a.d,-4,-3/2,5/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,66,33.66.a.d,-18,-3/2,33/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,66,33.66.a.d,-17,-3/2,31/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,66,33.66.a.d,-6,-3/2,9/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,66,33.66.a.d,-11,3/2,25/2,8,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
11,33,66,33.66.a.d,-21,0,21,1,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,2
11,33,66,33.66.a.d,-1,0,1,1,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,66,33.66.a.d,-10,1,11,1,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,66,33.66.a.d,-11,0,11,1,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,66,33.66.a.d,-19,0,19,1,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.d,-22,1,23,1,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.d,-8,0,8,1,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.d,-2,0,2,1,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.d,-12,0,12,1,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,66,33.66.a.d,-25,0,25,1,1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,66,33.66.a.d,-15,0,15,1,1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,66,33.66.a.d,-5,0,5,1,1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,66,33.66.a.d,-1,-1,0,1,1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,66,33.66.a.d,-21,-1,20,1,1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,66,33.66.a.d,-11,-1,10,1,1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,66,33.66.a.d,-4,0,4,1,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.d,-26,0,26,1,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.d,-14,0,14,1,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.d,-16,0,16,1,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.d,-24,0,24,1,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.d,-6,0,6,1,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,66,33.66.a.d,-15,1,16,1,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,2
11,33,66,33.66.a.d,-5,1,6,1,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,1
11,33,66,33.66.a.d,-25,1,26,1,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],2,1
11,33,66,33.66.a.d,-5,1,6,1,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,1
3,33,68,33.68.a.a,-8,0,8,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,68,33.68.a.a,-15,0,15,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,68,33.68.a.a,-7,-2,5,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-16,-2,14,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-19,-2,17,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-3,-1,2,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-13,-1,12,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-10,0,10,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-15,-2,13,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-8,-2,6,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-3,-2,1,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,68,33.68.a.a,-14,0,14,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,2
3,33,68,33.68.a.a,-9,0,9,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,2
3,33,68,33.68.a.a,-11,3,14,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,68,33.68.a.a,-17,0,17,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,68,33.68.a.a,-6,0,6,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,68,33.68.a.a,-4,0,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,68,33.68.a.a,-18,0,18,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,68,33.68.a.a,-11,3,14,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
11,33,68,33.68.a.a,-21,2,23,-8,1,2:[1:3];5:[1:8];7:[1:3];13:[1:5];17:[1:3];19:[1:0];23:[1:3];29:[1:1];31:[1:2];37:[1:1];41:[1:1];43:[1:0],1,1
11,33,68,33.68.a.a,-11,2,13,-8,1,2:[1:3];5:[1:8];7:[1:3];13:[1:5];17:[1:3];19:[1:0];23:[1:3];29:[1:1];31:[1:2];37:[1:1];41:[1:1];43:[1:0],1,1
11,33,68,33.68.a.a,-21,1,22,-8,1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,2
11,33,68,33.68.a.a,-11,1,12,-8,1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,1
11,33,68,33.68.a.a,-1,1,2,-8,1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,1
11,33,68,33.68.a.a,-10,0,10,-8,1,2:[1:4];5:[1:1];7:[1:9];13:[1:7];17:[1:9];19:[1:1];23:[1:6];29:[1:10];31:[1:10];37:[1:0];41:[1:8];43:[1:10],1,1
11,33,68,33.68.a.a,-16,2,18,-8,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,68,33.68.a.a,-4,2,6,-8,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,68,33.68.a.a,-24,2,26,-8,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,68,33.68.a.a,-26,2,28,-8,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,68,33.68.a.a,-6,2,8,-8,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,68,33.68.a.a,-14,2,16,-8,1,2:[1:5];5:[1:6];7:[1:9];13:[1:5];17:[1:5];19:[1:7];23:[1:9];29:[1:10];31:[1:4];37:[1:6];41:[1:1];43:[1:1],1,1
11,33,68,33.68.a.a,-19,1,20,-8,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,68,33.68.a.a,-2,1,3,-8,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,68,33.68.a.a,-22,0,22,-8,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,68,33.68.a.a,-8,1,9,-8,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,68,33.68.a.a,-12,1,13,-8,1,2:[1:6];5:[1:6];7:[1:2];13:[1:6];17:[1:6];19:[1:4];23:[1:9];29:[1:1];31:[1:4];37:[1:6];41:[1:10];43:[1:10],1,1
11,33,68,33.68.a.a,-25,1,26,-8,1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],2,1
11,33,68,33.68.a.a,-15,1,16,-8,1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,2
11,33,68,33.68.a.a,-5,1,6,-8,1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,1
11,33,68,33.68.a.a,-5,1,6,-8,1,2:[1:7];5:[1:1];7:[1:2];13:[1:4];17:[1:2];19:[1:10];23:[1:6];29:[1:1];31:[1:10];37:[1:0];41:[1:3];43:[1:1],1,1
11,33,68,33.68.a.a,-25,2,27,-8,1,2:[1:8];5:[1:8];7:[1:8];13:[1:6];17:[1:8];19:[1:0];23:[1:3];29:[1:10];31:[1:2];37:[1:1];41:[1:10];43:[1:0],1,1
11,33,68,33.68.a.a,-15,2,17,-8,1,2:[1:8];5:[1:8];7:[1:8];13:[1:6];17:[1:8];19:[1:0];23:[1:3];29:[1:10];31:[1:2];37:[1:1];41:[1:10];43:[1:0],1,1
11,33,68,33.68.a.a,-5,2,7,-8,1,2:[1:8];5:[1:8];7:[1:8];13:[1:6];17:[1:8];19:[1:0];23:[1:3];29:[1:10];31:[1:2];37:[1:1];41:[1:10];43:[1:0],1,1
3,33,68,33.68.a.c,-11,5,16,-8,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,68,33.68.a.c,-6,2,8,-8,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,68,33.68.a.c,-17,2,19,-8,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,68,33.68.a.c,-6,0,6,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,68,33.68.a.c,-17,0,17,-8,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
