p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
5,40,85,85.40.a.a,-4,1,-7,1,8,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.a,-4,1,-2,1,3,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.a,-4,1,-11,0,11,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.a,-4,1,-11,0,11,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.b,-8,-1,-8,0,8,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,40,85,85.40.a.b,-8,-1,-7,-1,6,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,40,85,85.40.a.b,-8,-1,-2,0,2,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,2
5,40,85,85.40.a.b,-8,-1,-11,-1,10,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,2
5,40,85,85.40.a.b,-8,-1,-1,0,1,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-7,-1,6,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,40,85,85.40.a.b,-8,-1,-12,0,12,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-11,-1,10,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,40,85,85.40.a.b,-8,-1,-4,0,4,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-10,0,10,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-10,0,10,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-2,0,2,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,40,85,85.40.a.b,-8,-1,-6,1,7,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-12,0,12,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,40,85,85.40.a.b,-8,-1,-8,0,8,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,40,85,85.40.a.b,-8,-1,-2,1,3,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,40,85,85.40.a.b,-8,-1,-11,0,11,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,40,85,85.40.a.b,-8,-1,-10,-1,9,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,40,85,85.40.a.b,-8,-1,-12,-1,11,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,40,85,85.40.a.b,-8,-1,-1,-1,0,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,40,85,85.40.a.b,-8,-1,-6,-1,5,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,40,85,85.40.a.b,-8,-1,-6,3,9,2:[1:1:1];3:[1:3:3];7:[1:2:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:3:3];29:[1:1:1];31:[1:0:2];37:[1:2:3],1,2
5,40,85,85.40.a.b,-8,-1,-10,3,13,2:[1:1:1];3:[1:3:3];7:[1:2:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:3:3];29:[1:1:1];31:[1:0:2];37:[1:2:3],1,2
5,40,85,85.40.a.b,-8,-1,-12,3,15,2:[1:1:1];3:[1:3:3];7:[1:2:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:3:3];29:[1:1:1];31:[1:0:2];37:[1:2:3],1,2
5,40,85,85.40.a.b,-8,-1,-8,0,8,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.b,-8,-1,-2,1,3,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.b,-8,-1,-7,1,8,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.b,-8,-1,-2,1,3,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.b,-8,-1,-11,0,11,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,40,85,85.40.a.b,-8,-1,-11,0,11,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,44,85,85.44.a.a,-4,1,-4,2,6,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-7,0,7,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-11,2,13,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-5,9,14,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,-10,3,13,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,-12,3,15,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,0,1,1,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,-2,1,3,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,44,85,85.44.a.a,-4,1,-13,0,13,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,-9,0,9,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,-11,1,12,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,44,85,85.44.a.a,-4,1,-6,-1,5,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,44,85,85.44.a.a,-4,1,-8,-1,7,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,44,85,85.44.a.a,-4,1,-14,-1,13,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,44,85,85.44.a.a,-4,1,-11,1,12,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-11,1,12,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-4,1,5,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-2,1,3,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-7,-1,6,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-8,-1,7,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-14,-1,13,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,44,85,85.44.a.a,-4,1,-12,2,14,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,44,85,85.44.a.a,-4,1,-10,2,12,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,44,85,85.44.a.a,-4,1,-5,1,6,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,44,85,85.44.a.a,-4,1,0,0,0,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,44,85,85.44.a.a,-4,1,-12,0,12,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,44,85,85.44.a.a,-4,1,-10,0,10,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,44,85,85.44.a.a,-4,1,-5,-1,4,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,44,85,85.44.a.a,-4,1,-11,2,13,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,44,85,85.44.a.a,-4,1,-7,0,7,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,44,85,85.44.a.a,-4,1,-8,0,8,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,44,85,85.44.a.a,-4,1,-14,0,14,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,44,85,85.44.a.a,-4,1,-4,2,6,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,44,85,85.44.a.a,-4,1,-11,2,13,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,44,85,85.44.a.a,-4,1,-2,2,4,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,42,85,85.42.a.b,12,-1,-1,2,3,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-6,1,7,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-5,2,7,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-12,1,13,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,2
5,42,85,85.42.a.b,12,-1,-10,1,11,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,2
5,42,85,85.42.a.b,12,-1,-10,1,11,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-12,1,13,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-1,2,3,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-5,2,7,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,42,85,85.42.a.b,12,-1,-11,0,11,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,-11,0,11,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,-8,-1,7,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,2,2,0,2:[1:4];3:[1:3];7:[1:2];11:[1:3];13:[1:3];19:[1:0];23:[1:4];29:[1:1];31:[1:0];37:[1:3],1,1
5,42,85,85.42.a.b,12,-1,-2,1,3,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,-14,-1,13,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,-6,0,6,2:[1:4];3:[1:3];7:[1:2];11:[1:3];13:[1:3];19:[1:0];23:[1:4];29:[1:1];31:[1:0];37:[1:3],1,1
5,42,85,85.42.a.b,12,-1,-12,0,12,2:[1:4];3:[1:3];7:[1:2];11:[1:3];13:[1:3];19:[1:0];23:[1:4];29:[1:1];31:[1:0];37:[1:3],1,1
5,42,85,85.42.a.b,12,-1,-2,1,3,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,-10,0,10,2:[1:4];3:[1:3];7:[1:2];11:[1:3];13:[1:3];19:[1:0];23:[1:4];29:[1:1];31:[1:0];37:[1:3],1,1
5,42,85,85.42.a.b,12,-1,-7,-1,6,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,42,85,85.42.a.b,12,-1,-11,2,13,2:[1:0:2];3:[1:2:3];7:[1:3:3];11:[1:4:1];13:[1:1];19:[1:1:2];23:[1:4:2];29:[1:0:3];31:[1:0:2];37:[1:2:4],1,2
5,42,85,85.42.a.b,12,-1,-7,1,8,2:[1:0:2];3:[1:2:3];7:[1:3:3];11:[1:4:1];13:[1:1];19:[1:1:2];23:[1:4:2];29:[1:0:3];31:[1:0:2];37:[1:2:4],1,2
5,42,85,85.42.a.b,12,-1,-2,2,4,2:[1:0:2];3:[1:2:3];7:[1:3:3];11:[1:4:1];13:[1:1];19:[1:1:2];23:[1:4:2];29:[1:0:3];31:[1:0:2];37:[1:2:4],1,2
5,42,85,85.42.a.b,12,-1,-7,1,8,2:[1:3:4];3:[1:1:2];7:[1:1:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:1:2];29:[1:4:1];31:[1:0:2];37:[1:1:2],1,2
5,42,85,85.42.a.b,12,-1,-11,2,13,2:[1:3:4];3:[1:1:2];7:[1:1:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:1:2];29:[1:4:1];31:[1:0:2];37:[1:1:2],1,2
5,42,85,85.42.a.b,12,-1,-2,2,4,2:[1:3:4];3:[1:1:2];7:[1:1:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:1:2];29:[1:4:1];31:[1:0:2];37:[1:1:2],1,2
5,42,85,85.42.a.b,12,-1,-6,-1,5,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,42,85,85.42.a.b,12,-1,-12,1,13,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,42,85,85.42.a.b,12,-1,-10,1,11,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,42,85,85.42.a.b,12,-1,-1,1,2,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,42,85,85.42.a.b,12,-1,-12,1,13,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,42,85,85.42.a.b,12,-1,-10,1,11,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,42,85,85.42.a.b,12,-1,-5,1,6,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,40,85,85.40.a.c,-3,-1,-12,0,12,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,40,85,85.40.a.c,-3,-1,-10,0,10,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,40,85,85.40.a.c,-3,-1,-4,0,4,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,40,85,85.40.a.c,-3,-1,-11,0,11,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,40,85,85.40.a.c,-3,-1,-11,0,11,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,40,85,85.40.a.c,-3,-1,-10,3,13,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,40,85,85.40.a.c,-3,-1,-12,3,15,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,40,85,85.40.a.c,-3,-1,-7,1,8,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,40,85,85.40.a.c,-3,-1,-2,1,3,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,40,85,85.40.a.c,-3,-1,-2,1,3,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,40,85,85.40.a.c,-3,-1,-8,0,8,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,40,85,85.40.a.c,-3,-1,-6,3,9,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,40,85,85.40.a.c,-3,-1,-10,-1,9,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,2
5,40,85,85.40.a.c,-3,-1,-12,-1,11,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,2
5,40,85,85.40.a.c,-3,-1,-6,-1,5,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,40,85,85.40.a.c,-3,-1,-4,-1,3,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,40,85,85.40.a.c,-3,-1,-1,-1,0,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,40,85,85.40.a.c,-3,-1,-11,-1,10,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,40,85,85.40.a.c,-3,-1,-7,-1,6,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,40,85,85.40.a.c,-3,-1,-2,0,2,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,40,85,85.40.a.c,-3,-1,-11,-1,10,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,40,85,85.40.a.c,-3,-1,-2,0,2,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
