p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
3,3,240,3.240.a.b,-30,-1,29,-4,-1,2:[1:0],1,1
3,3,240,3.240.a.b,-32,-1,31,-4,-1,2:[1:0],1,1
3,3,240,3.240.a.b,-51,1,52,-4,-1,2:[1:0],1,1
3,3,240,3.240.a.b,-9,2,11,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.a,-11,5,16,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-20,3,23,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-24,3,27,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-5,3,8,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-22,6,28,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-9,5,14,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-13,5,18,-8,1,2:[1:0],1,1
3,3,104,3.104.a.a,-28,6,34,-8,1,2:[1:0],1,1
3,3,104,3.104.a.b,-11,3,14,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-20,1,21,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-24,1,25,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-5,1,6,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-3,0,3,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-22,0,22,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-9,1,10,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-13,1,14,-4,-1,2:[1:0],1,1
3,3,104,3.104.a.b,-28,2,30,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-17,3,20,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-26,0,26,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-7,3,10,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-20,3,23,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-3,2,5,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-23,2,25,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-30,0,30,-4,-1,2:[1:0],1,2
3,3,124,3.124.a.b,-14,2,16,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.b,-10,2,12,-4,-1,2:[1:0],1,1
3,3,124,3.124.a.a,-17,5,22,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-26,2,28,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-7,5,12,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-20,5,25,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-3,4,7,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-23,4,27,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-30,2,32,-8,1,2:[1:0],1,2
3,3,124,3.124.a.a,-14,4,18,-8,1,2:[1:0],1,1
3,3,124,3.124.a.a,-10,4,14,-8,1,2:[1:0],1,1
3,3,178,3.178.a.a,-44,-2,42,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-17,-1,16,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-8,-3,5,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-34,0,34,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-26,0,26,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-47,-1,46,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-14,0,14,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-30,1,31,1,1,2:[1:0],1,2
3,3,178,3.178.a.a,-11,0,11,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-4,-2,2,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-41,-2,39,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-20,-1,19,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-23,0,23,1,1,2:[1:0],1,1
3,3,178,3.178.a.a,-37,0,37,1,1,2:[1:0],1,1
3,3,144,3.144.a.a,-4,4,8,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-19,3,22,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-24,2,26,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-36,2,38,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-13,6,19,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-30,4,34,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-21,5,26,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-15,3,18,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-31,3,34,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-29,3,32,-8,1,2:[1:0],1,1
3,3,144,3.144.a.a,-10,4,14,-8,1,2:[1:0],1,1
3,3,144,3.144.a.b,-4,2,6,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-19,1,20,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-24,0,24,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-36,0,36,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-13,4,17,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-30,2,32,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-21,-1,20,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-1,1,2,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-15,-1,14,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-31,-1,30,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-29,-1,28,-4,-1,2:[1:0],1,1
3,3,144,3.144.a.b,-10,0,10,-4,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-44,0,44,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-17,1,18,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-8,-1,7,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-34,2,36,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-26,2,28,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-47,1,48,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-14,2,16,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-30,3,33,5,-1,2:[1:0],1,2
3,3,178,3.178.a.b,-11,2,13,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-4,0,4,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-41,0,41,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-20,1,21,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-23,2,25,5,-1,2:[1:0],1,1
3,3,178,3.178.a.b,-37,2,39,5,-1,2:[1:0],1,1
3,3,164,3.164.a.a,-6,5,11,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-40,6,46,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-20,6,26,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-24,6,30,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-36,6,42,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-30,7,37,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-12,6,18,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-22,9,31,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-38,9,47,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-14,7,21,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-32,7,39,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-28,7,35,-8,1,2:[1:0],1,1
3,3,164,3.164.a.a,-10,7,17,-8,1,2:[1:0],1,1
3,3,164,3.164.a.b,-6,3,9,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-40,4,44,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-20,4,24,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-24,4,28,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-36,4,40,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-30,5,35,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-12,4,16,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-4,2,6,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-22,3,25,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-38,3,41,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-14,3,17,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-32,3,35,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-28,3,31,-4,-1,2:[1:0],1,1
3,3,164,3.164.a.b,-10,3,13,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.a,-44,4,48,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-17,5,22,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-33,6,39,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-27,6,33,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-6,5,11,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-41,4,45,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-20,5,25,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-4,4,8,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-37,6,43,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-23,6,29,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-30,6,36,-8,1,2:[1:0],1,2
3,3,184,3.184.a.a,-14,4,18,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-47,3,50,-8,1,2:[1:0],1,1
3,3,184,3.184.a.a,-11,3,14,-8,1,2:[1:0],1,1
3,3,198,3.198.a.a,-51,1,52,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-9,1,10,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-29,4,33,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-31,4,35,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-15,1,16,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-46,1,47,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-40,3,43,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-21,4,25,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-48,-1,47,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-13,-1,12,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-30,2,32,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-4,1,5,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-37,0,37,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-24,1,25,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-42,-1,41,5,-1,2:[1:0],1,1
3,3,198,3.198.a.a,-19,-1,18,5,-1,2:[1:0],1,1
3,3,198,3.198.a.b,-51,-3,48,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-9,-3,6,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-29,0,29,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-31,0,31,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-15,-3,12,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-46,-3,43,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-40,-3,37,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-21,-2,19,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-4,-4,0,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-48,-3,45,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-13,-3,10,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-30,0,30,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-3,0,3,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-37,-2,35,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-24,-1,23,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-42,-3,39,1,1,2:[1:0],1,1
3,3,198,3.198.a.b,-19,-3,16,1,1,2:[1:0],1,1
3,3,184,3.184.a.b,-44,2,46,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-17,3,20,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-33,4,37,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-27,4,31,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-6,3,9,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-41,2,43,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-20,3,23,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-4,2,6,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-37,4,41,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-23,4,27,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-30,4,34,-4,-1,2:[1:0],1,2
3,3,184,3.184.a.b,-14,2,16,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-47,1,48,-4,-1,2:[1:0],1,1
3,3,184,3.184.a.b,-11,1,12,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.a,-42,3,45,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-19,3,22,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-37,4,41,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-24,5,29,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,1,10,9,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-49,4,53,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-11,5,16,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-30,7,37,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-9,4,13,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-51,4,55,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-46,4,50,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-15,4,19,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-29,7,36,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-31,7,38,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-22,5,27,-8,1,2:[1:0],1,1
3,3,204,3.204.a.a,-39,5,44,-8,1,2:[1:0],1,1
3,3,218,3.218.a.a,-13,4,17,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-47,3,50,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-51,3,54,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-9,4,13,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-33,3,36,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-28,3,31,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-39,4,43,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-22,4,26,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-57,5,62,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-31,2,33,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-49,2,51,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-11,3,14,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-37,3,40,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-24,3,27,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-41,3,44,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-20,3,23,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-55,2,57,5,-1,2:[1:0],1,1
3,3,218,3.218.a.a,-5,3,8,5,-1,2:[1:0],1,1
3,3,218,3.218.a.b,-13,0,13,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-47,-1,46,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-51,-1,50,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-9,0,9,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-33,-1,32,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-28,-1,27,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-39,-2,37,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-22,-2,20,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-4,-4,0,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-57,-3,54,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-31,0,31,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-49,0,49,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-11,1,12,1,1,2:[1:0],1,1
3,3,218,3.218.a.b,-37,1,38,1,1,2:[1:0],1,1
3,3,204,3.204.a.b,-42,1,43,-4,-1,2:[1:0],1,1
3,3,218,3.218.a.b,-24,1,25,1,1,2:[1:0],1,1
3,3,204,3.204.a.b,-19,1,20,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-37,2,39,-4,-1,2:[1:0],1,1
3,3,218,3.218.a.b,-41,1,42,1,1,2:[1:0],1,1
3,3,204,3.204.a.b,-24,3,27,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-4,3,7,-4,-1,2:[1:0],1,1
3,3,218,3.218.a.b,-20,1,21,1,1,2:[1:0],1,1
3,3,204,3.204.a.b,-49,2,51,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-11,3,14,-4,-1,2:[1:0],1,1
3,3,218,3.218.a.b,-55,0,55,1,1,2:[1:0],1,1
3,3,204,3.204.a.b,-30,5,35,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-9,0,9,-4,-1,2:[1:0],1,1
3,3,218,3.218.a.b,-5,1,6,1,1,2:[1:0],1,1
3,3,204,3.204.a.b,-51,0,51,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-46,0,46,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-15,0,15,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-29,3,32,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-31,3,34,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-22,-1,21,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-39,-1,38,-4,-1,2:[1:0],1,1
3,3,204,3.204.a.b,-4,-2,2,-4,-1,2:[1:0],1,1
3,3,238,3.238.a.b,-44,-1,43,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-16,0,16,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-54,-1,53,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-6,-1,5,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-60,-1,59,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-34,-3,31,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-28,-3,25,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-47,0,47,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-13,1,14,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-31,-2,29,1,1,2:[1:0],1,2
3,3,238,3.238.a.b,-10,1,11,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-50,0,50,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-57,0,57,1,1,2:[1:0],1,2
3,3,238,3.238.a.b,-4,-1,3,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-41,0,41,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-19,0,19,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-38,-2,36,1,1,2:[1:0],1,1
3,3,238,3.238.a.b,-23,-1,22,1,1,2:[1:0],1,1
3,3,224,3.224.a.a,-31,1,32,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-11,4,15,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-49,3,52,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-25,5,30,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-36,5,41,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-6,6,12,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-54,5,59,-8,1,2:[1:0],1,1
3,3,224,3.224.a.a,-43,5,48,-8,1,2:[1:0],1,1
