p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
13,13,126,13.126.a.b,-49,1,50,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,134,13.134.a.a,-27,1,28,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,124,13.124.a.b,-43,0,43,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,132,13.132.a.a,-36,1,37,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,126,13.126.a.b,-12,2,14,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,124,13.124.a.b,-24,1,25,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,134,13.134.a.a,-9,2,11,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,132,13.132.a.a,-23,2,25,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,126,13.126.a.b,-1,1,2,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,124,13.124.a.b,-1,0,1,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,134,13.134.a.a,-3,2,5,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,132,13.132.a.a,-14,2,16,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,126,13.126.a.b,-37,1,38,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,124,13.124.a.b,-36,1,37,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,126,13.126.a.b,-18,0,18,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,134,13.134.a.a,-39,2,41,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,124,13.124.a.b,-49,1,50,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,126,13.126.a.b,-6,0,6,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,124,13.124.a.b,-12,1,13,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,134,13.134.a.a,-15,2,17,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,124,13.124.a.b,-30,1,31,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-54,0,54,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,134,13.134.a.a,-33,0,33,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,124,13.124.a.b,-6,1,7,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-6,0,6,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,124,13.124.a.b,-18,1,19,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,134,13.134.a.a,-45,1,46,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,126,13.126.a.b,-18,0,18,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-33,1,34,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,124,13.124.a.b,-6,1,7,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,134,13.134.a.a,-16,1,17,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,126,13.126.a.b,-30,0,30,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-45,0,45,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,124,13.124.a.b,-31,1,32,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-42,-1,41,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,134,13.134.a.a,-40,1,41,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,128,13.128.a.b,-16,1,17,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,124,13.124.a.b,-42,0,42,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-43,-1,42,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,124,13.124.a.b,-43,0,43,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,134,13.134.a.a,-4,1,5,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,128,13.128.a.b,-52,1,53,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,126,13.126.a.b,-30,0,30,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,124,13.124.a.b,-29,1,30,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,128,13.128.a.b,-28,1,29,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,134,13.134.a.a,-8,1,9,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,126,13.126.a.b,-7,3,10,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,124,13.124.a.b,-20,0,20,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,128,13.128.a.b,-20,1,21,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,134,13.134.a.a,-52,0,52,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,126,13.126.a.b,-17,3,20,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,124,13.124.a.b,-53,1,54,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,128,13.128.a.b,-4,1,5,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,124,13.124.a.b,-44,0,44,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,126,13.126.a.b,-29,3,32,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,134,13.134.a.a,-28,1,29,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,124,13.124.a.b,-41,0,41,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,126,13.126.a.b,-19,3,22,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,128,13.128.a.b,-8,1,9,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,134,13.134.a.a,-20,1,21,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,124,13.124.a.b,-32,1,33,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,126,13.126.a.b,-5,3,8,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,128,13.128.a.b,-40,0,40,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,134,13.134.a.a,-57,0,57,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,124,13.124.a.b,-7,0,7,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,126,13.126.a.b,-44,2,46,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,128,13.128.a.b,-12,1,13,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,124,13.124.a.b,-17,0,17,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,134,13.134.a.a,-55,0,55,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-53,3,56,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,128,13.128.a.b,-1,0,1,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,124,13.124.a.b,-5,0,5,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,126,13.126.a.b,-32,3,35,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,134,13.134.a.a,-30,1,31,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,124,13.124.a.b,-9,1,10,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,128,13.128.a.b,-25,1,26,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,126,13.126.a.b,-41,2,43,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,124,13.124.a.b,-16,0,16,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,134,13.134.a.a,-42,1,43,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,128,13.128.a.b,-49,0,49,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,126,13.126.a.b,-15,0,15,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,124,13.124.a.b,-4,1,5,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,134,13.134.a.a,-6,1,7,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,128,13.128.a.b,-37,0,37,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,126,13.126.a.b,-46,0,46,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,124,13.124.a.b,-45,0,45,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,134,13.134.a.a,-18,1,19,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,128,13.128.a.b,-14,0,14,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,124,13.124.a.b,-33,1,34,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,126,13.126.a.b,-34,1,35,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,124,13.124.a.b,-21,0,21,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,134,13.134.a.a,-54,0,54,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-10,1,11,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,128,13.128.a.b,-23,0,23,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,124,13.124.a.b,-40,0,40,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,126,13.126.a.b,-3,1,4,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,128,13.128.a.b,-50,0,50,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,134,13.134.a.a,-42,2,44,5,-1,2:[1:10];3:[1:9];5:[1:7];7:[1:5];11:[1:1],1,1
13,13,124,13.124.a.b,-28,1,29,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,126,13.126.a.b,-51,1,52,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,128,13.128.a.b,-38,0,38,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,134,13.134.a.a,-6,2,8,5,-1,2:[1:10];3:[1:9];5:[1:7];7:[1:5];11:[1:1],1,1
13,13,124,13.124.a.b,-52,1,53,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,126,13.126.a.b,-27,1,28,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,128,13.128.a.b,-48,0,48,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,134,13.134.a.a,-30,2,32,5,-1,2:[1:10];3:[1:9];5:[1:7];7:[1:5];11:[1:1],1,1
13,13,126,13.126.a.b,-39,0,39,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,128,13.128.a.b,-26,1,27,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,134,13.134.a.a,-18,2,20,5,-1,2:[1:10];3:[1:9];5:[1:7];7:[1:5];11:[1:1],1,1
13,13,126,13.126.a.b,-22,0,22,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,128,13.128.a.b,-35,1,36,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,126,13.126.a.b,-16,0,16,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,134,13.134.a.a,-54,2,56,5,-1,2:[1:10];3:[1:9];5:[1:7];7:[1:5];11:[1:1],1,1
13,13,128,13.128.a.b,-2,1,3,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,126,13.126.a.b,-21,0,21,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,134,13.134.a.a,-2,1,3,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,128,13.128.a.b,-11,1,12,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,126,13.126.a.b,-40,0,40,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,134,13.134.a.a,-11,0,11,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,126,13.126.a.b,-28,1,29,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,128,13.128.a.b,-42,1,43,-7,-1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,134,13.134.a.a,-38,1,39,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,126,13.126.a.b,-52,1,53,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,128,13.128.a.b,-6,1,7,-7,-1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,134,13.134.a.a,-48,1,49,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,126,13.126.a.b,-4,0,4,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,128,13.128.a.b,-30,1,31,-7,-1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,126,13.126.a.b,-8,0,8,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,134,13.134.a.a,-50,1,51,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,128,13.128.a.b,-18,1,19,-7,-1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,126,13.126.a.b,-45,0,45,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,134,13.134.a.a,-35,0,35,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,128,13.128.a.b,-54,1,55,-7,-1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-33,1,34,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,134,13.134.a.a,-26,0,26,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,128,13.128.a.b,-37,0,37,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,130,13.130.a.b,-37,0,37,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,126,13.126.a.b,-14,0,14,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,128,13.128.a.b,-49,0,49,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,134,13.134.a.a,-14,1,15,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,126,13.126.a.b,-23,0,23,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,130,13.130.a.b,-25,0,25,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,128,13.128.a.b,-13,0,13,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-38,0,38,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,134,13.134.a.a,-23,1,24,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,130,13.130.a.b,-13,0,13,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-47,0,47,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,128,13.128.a.b,-12,1,13,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,130,13.130.a.b,-1,0,1,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-26,1,27,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,128,13.128.a.b,-25,1,26,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-35,1,36,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,130,13.130.a.b,-12,1,13,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-1,0,1,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-1,1,2,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,130,13.130.a.b,-49,0,49,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-24,0,24,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-11,1,12,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,128,13.128.a.b,-19,0,19,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,130,13.130.a.b,-49,0,49,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,126,13.126.a.b,-50,1,51,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,128,13.128.a.b,-29,0,29,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,130,13.130.a.b,-40,0,40,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,126,13.126.a.b,-24,0,24,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-5,0,5,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,126,13.126.a.b,-12,1,13,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,130,13.130.a.b,-45,0,45,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,128,13.128.a.b,-44,0,44,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,126,13.126.a.b,-1,0,1,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,130,13.130.a.b,-32,0,32,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,126,13.126.a.b,-49,0,49,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-53,1,54,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,130,13.130.a.b,-20,0,20,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,126,13.126.a.b,-36,1,37,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,128,13.128.a.b,-17,0,17,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,126,13.126.a.b,-37,0,37,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,130,13.130.a.b,-16,0,16,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,128,13.128.a.b,-7,0,7,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,126,13.126.a.b,-49,0,49,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,130,13.130.a.b,-4,0,4,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,128,13.128.a.b,-41,0,41,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,126,13.126.a.b,-12,1,13,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,130,13.130.a.b,-28,0,28,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,128,13.128.a.b,-31,0,31,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,126,13.126.a.b,-25,1,26,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,132,13.132.a.b,-56,0,56,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,128,13.128.a.b,-42,1,43,-7,-1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,130,13.130.a.b,-52,1,53,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,126,13.126.a.b,-42,1,43,12,1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,132,13.132.a.b,-7,1,8,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,128,13.128.a.b,-30,1,31,-7,-1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,126,13.126.a.b,-6,1,7,12,1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,130,13.130.a.b,-8,0,8,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,132,13.132.a.b,-17,1,18,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,126,13.126.a.b,-18,1,19,12,1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,128,13.128.a.b,-6,1,7,-7,-1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,130,13.130.a.b,-13,1,14,12,1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,126,13.126.a.b,-30,1,31,12,1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,132,13.132.a.b,-43,1,44,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,128,13.128.a.b,-54,1,55,-7,-1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,130,13.130.a.b,-25,1,26,12,1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,128,13.128.a.b,-18,1,19,-7,-1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,132,13.132.a.b,-53,1,54,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,130,13.130.a.b,-1,3,4,12,1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,128,13.128.a.b,-46,0,46,-7,-1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,132,13.132.a.b,-41,1,42,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,130,13.130.a.b,-49,1,50,12,1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,128,13.128.a.b,-34,1,35,-7,-1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,132,13.132.a.b,-31,1,32,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,130,13.130.a.b,-37,1,38,12,1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,128,13.128.a.b,-39,0,39,-7,-1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,132,13.132.a.b,-5,1,6,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,130,13.130.a.b,-2,0,2,12,1,2:[1:6];3:[1:11];5:[1:6];7:[1:9];11:[1:9],1,1
13,13,128,13.128.a.b,-9,0,9,-7,-1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
